order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,revenue,gross_margin,estimated_cost,gross_profit,low_margin_flag,source
O100033,C13385,P225332,Sports,22.33,0.05,1,Credit Card,2024-08-06,4,South,No,21.21,4.26,2.1,26,Male,21.21,2.1,20.764590000000002,0.445409999999999,True,csv_kaggle
O100034,C14117,P204354,Grocery,12.84,0.0,2,Debit Card,2024-08-08,3,North,No,25.68,6.32,-4.27,21,Female,25.68,-4.27,26.776536,-1.0965360000000004,True,csv_kaggle
O100035,C16396,P231847,Beauty,8.89,0.0,2,Credit Card,2024-04-04,4,South,No,17.78,4.78,3.22,19,Female,17.78,3.22,17.207484,0.5725160000000002,True,csv_kaggle
O100036,C14843,P235284,Fashion,33.9,0.0,2,Debit Card,2025-05-27,5,South,No,67.8,4.98,18.75,28,Female,67.8,18.75,55.0875,12.712499999999999,False,csv_kaggle
O100037,C12904,P248640,Fashion,17.92,0.0,1,Credit Card,2024-07-10,5,West,No,17.92,5.86,0.41,28,Male,17.92,0.41,17.846528000000003,0.07347199999999887,True,csv_kaggle
O100038,C17728,P210156,Beauty,50.75,0.0,2,Credit Card,2025-02-13,7,West,No,101.5,6.46,39.22,46,Female,101.5,39.22,61.6917,39.8083,False,csv_kaggle
O100039,C10474,P222453,Beauty,13.11,0.15,1,Credit Card,2024-08-17,6,West,No,11.14,4.4,0.61,51,Female,11.14,0.61,11.072046,0.06795400000000029,True,csv_kaggle
O100040,C11082,P232689,Home,297.65,0.1,1,UPI,2023-12-09,4,South,No,267.88,7.49,67.52,20,Female,267.88,67.52,87.00742400000003,180.87257599999998,False,csv_kaggle
O100041,C12558,P223758,Grocery,6.2,0.0,1,COD,2024-03-31,4,West,No,6.2,2.5,-2.0,35,Male,6.2,-2.0,6.324000000000001,-0.12400000000000055,True,csv_kaggle
O100042,C17849,P208838,Home,36.05,0.0,2,COD,2025-02-03,4,North,No,72.1,7.24,12.95,36,Female,72.1,12.95,62.76305,9.336949999999995,False,csv_kaggle
O100043,C12047,P245502,Fashion,47.26,0.15,1,UPI,2023-10-31,5,South,No,40.17,4.94,9.12,48,Male,40.17,9.12,36.506496000000006,3.663503999999996,True,csv_kaggle
O100044,C17643,P243790,Electronics,313.25,0.0,1,Debit Card,2024-09-27,8,Central,No,313.25,8.96,28.63,53,Male,313.25,28.63,223.566525,89.68347499999999,False,csv_kaggle
O100045,C12747,P237976,Grocery,13.7,0.1,3,COD,2025-04-11,4,West,No,36.99,4.09,-1.13,62,Male,36.99,-1.13,37.407987000000006,-0.41798700000000366,True,csv_kaggle
O100046,C10975,P249346,Toys,9.07,0.0,3,Debit Card,2024-01-11,5,South,No,27.21,6.05,4.83,30,Female,27.21,4.83,25.895757,1.3142430000000012,True,csv_kaggle
O100047,C11806,P213725,Beauty,12.45,0.0,2,Credit Card,2025-05-03,5,West,No,24.9,5.18,6.02,58,Male,24.9,6.02,23.40102,1.4989799999999995,True,csv_kaggle
O100048,C10189,P209337,Toys,7.33,0.0,1,Credit Card,2025-03-19,5,North,No,7.33,3.86,-0.93,55,Female,7.33,-0.93,7.398169000000001,-0.06816900000000103,True,csv_kaggle
O100049,C17101,P210701,Toys,53.85,0.05,1,Credit Card,2025-03-12,5,South,No,51.16,5.96,14.5,35,Female,51.16,14.5,43.7418,7.418199999999999,False,csv_kaggle
O100050,C12734,P229811,Grocery,16.12,0.0,1,COD,2025-07-14,8,East,No,16.12,4.76,-3.47,66,Female,16.12,-3.47,16.679364,-0.5593639999999986,True,csv_kaggle
O100051,C13005,P243043,Home,195.87,0.0,4,Credit Card,2024-12-31,5,West,No,783.48,10.37,209.0,43,Female,783.48,209.0,-853.9931999999999,1637.4732,False,csv_kaggle
O100052,C14658,P238978,Beauty,8.29,0.0,1,PayPal,2024-09-16,4,North,No,8.29,2.98,0.75,67,Male,8.29,0.75,8.227825,0.06217499999999987,True,csv_kaggle
O100053,C11899,P229316,Electronics,402.13,0.0,2,PayPal,2024-01-24,5,South,No,804.26,9.93,86.58,40,Female,804.26,86.58,107.93169199999998,696.328308,False,csv_kaggle
O100054,C17734,P211544,Grocery,19.94,0.05,1,Debit Card,2023-12-29,6,East,No,18.94,4.96,-3.44,55,Female,18.94,-3.44,19.591536,-0.6515360000000001,True,csv_kaggle
O100055,C11267,P221514,Grocery,6.52,0.0,2,Debit Card,2023-11-23,5,South,No,13.04,4.73,-3.69,60,Male,13.04,-3.69,13.521175999999999,-0.4811759999999996,True,csv_kaggle
O100056,C16975,P216327,Toys,5.38,0.1,1,COD,2023-12-18,3,Central,No,4.84,3.91,-1.97,57,Female,4.84,-1.97,4.935348,-0.09534800000000043,True,csv_kaggle
O100057,C11528,P246809,Home,167.21,0.0,4,Wallet,2023-12-06,3,North,No,668.84,8.88,178.4,37,Female,668.84,178.4,-524.3705600000001,1193.21056,False,csv_kaggle
O100058,C13202,P216705,Home,134.37,0.15,1,Wallet,2024-10-30,3,Central,No,114.21,6.65,25.33,53,Male,114.21,25.33,85.280607,28.92939299999999,False,csv_kaggle
O100059,C13556,P210479,Home,122.85,0.0,3,COD,2024-08-16,4,North,No,368.55,7.27,95.92,69,Female,368.55,95.92,15.03683999999998,353.51316,False,csv_kaggle
O100060,C13890,P211323,Fashion,14.91,0.0,1,UPI,2024-12-01,5,West,No,14.91,4.93,0.29,69,Male,14.91,0.29,14.866761,0.043238999999999805,True,csv_kaggle
O100061,C10646,P212937,Beauty,10.46,0.0,1,Credit Card,2023-11-13,4,North,No,10.46,3.14,1.57,25,Other,10.46,1.57,10.295778,0.16422200000000053,True,csv_kaggle
O100062,C16164,P223089,Electronics,368.67,0.0,1,Debit Card,2024-06-26,6,West,No,368.67,9.91,34.33,36,Male,368.67,34.33,242.10558900000004,126.56441099999998,False,csv_kaggle
O100063,C12888,P201702,Grocery,13.52,0.1,1,Debit Card,2025-06-24,5,West,No,12.17,2.07,-1.1,22,Female,12.17,-1.1,12.303869999999998,-0.13386999999999816,True,csv_kaggle
O100064,C16310,P210404,Home,116.53,0.05,1,Credit Card,2024-01-22,4,West,No,110.7,6.97,24.03,59,Male,110.7,24.03,84.09879000000001,26.601209999999995,False,csv_kaggle
O100065,C15393,P233598,Grocery,20.24,0.0,1,COD,2025-06-23,5,North,No,20.24,4.74,-3.12,65,Male,20.24,-3.12,20.871487999999996,-0.6314879999999974,True,csv_kaggle
O100066,C12435,P208380,Sports,175.75,0.15,1,Debit Card,2025-09-03,5,West,No,149.39,6.15,38.67,58,Female,149.39,38.67,91.62088699999998,57.769113000000004,False,csv_kaggle
O100067,C10600,P221990,Fashion,20.91,0.0,1,UPI,2024-02-14,4,North,Yes,20.91,4.04,3.28,50,Male,20.91,3.28,20.224152,0.685848,True,csv_kaggle
O100068,C12363,P232859,Fashion,13.43,0.0,4,PayPal,2023-12-15,4,South,No,53.72,6.26,12.54,30,Male,53.72,12.54,46.983512000000005,6.736487999999994,False,csv_kaggle
O100069,C12061,P203877,Grocery,3.96,0.2,1,PayPal,2023-11-22,5,East,No,3.17,3.06,-2.81,44,Female,3.17,-2.81,3.259077,-0.08907700000000007,True,csv_kaggle
O100070,C10241,P242871,Toys,8.5,0.0,2,Debit Card,2024-05-30,8,South,No,17.0,3.51,3.29,25,Female,17.0,3.29,16.4407,0.5593000000000004,True,csv_kaggle
O100071,C12041,P218720,Fashion,150.12,0.0,3,Debit Card,2024-10-18,4,West,No,450.36,8.26,149.37,28,Female,450.36,149.37,-222.342732,672.702732,False,csv_kaggle
O100072,C12824,P207676,Electronics,97.95,0.1,1,Debit Card,2024-09-21,6,East,No,88.16,6.72,3.86,53,Male,88.16,3.86,84.757024,3.4029759999999953,True,csv_kaggle
O100073,C17513,P231818,Sports,217.48,0.0,1,Credit Card,2025-02-24,6,South,No,217.48,7.67,57.57,24,Male,217.48,57.57,92.276764,125.20323599999999,False,csv_kaggle
O100074,C12612,P234348,Fashion,16.18,0.0,2,Credit Card,2024-12-06,4,South,No,32.36,4.73,6.6,69,Male,32.36,6.6,30.224239999999998,2.135760000000001,True,csv_kaggle
O100075,C17041,P248555,Fashion,26.06,0.05,3,COD,2023-12-21,5,West,No,74.27,6.24,19.75,46,Other,74.27,19.75,59.60167499999999,14.668325000000003,False,csv_kaggle
O100076,C11363,P242368,Sports,23.23,0.3,2,Credit Card,2025-02-13,4,Central,No,32.52,5.1,4.66,31,Male,32.52,4.66,31.004568000000003,1.5154320000000006,True,csv_kaggle
O100077,C16235,P248180,Sports,20.73,0.0,2,COD,2024-05-14,5,West,No,41.46,4.31,8.13,20,Female,41.46,8.13,38.089301999999996,3.3706980000000044,True,csv_kaggle
O100078,C15486,P224130,Home,23.16,0.0,1,UPI,2023-12-20,3,Central,No,23.16,4.81,1.67,45,Male,23.16,1.67,22.773228,0.38677200000000056,True,csv_kaggle
O100079,C17099,P233241,Grocery,6.53,0.0,4,Credit Card,2024-06-28,3,North,No,26.12,6.21,-4.12,68,Male,26.12,-4.12,27.196143999999997,-1.0761439999999958,True,csv_kaggle
O100080,C11478,P244392,Sports,82.93,0.05,1,Wallet,2024-03-13,4,West,No,78.78,8.3,15.33,59,Female,78.78,15.33,66.70302600000001,12.076973999999993,False,csv_kaggle
O100081,C17595,P249421,Grocery,3.95,0.0,1,Wallet,2025-01-23,4,West,No,3.95,2.63,-2.31,38,Female,3.95,-2.31,4.041245,-0.0912449999999998,True,csv_kaggle
O100082,C12556,P226620,Fashion,137.66,0.0,1,UPI,2025-04-20,4,South,No,137.66,7.01,41.17,50,Female,137.66,41.17,80.985378,56.674622,False,csv_kaggle
O100083,C10775,P217077,Fashion,48.41,0.1,4,Credit Card,2023-09-23,6,West,No,174.28,8.27,52.73,29,Female,174.28,52.73,82.38215600000001,91.89784399999999,False,csv_kaggle
O100084,C14014,P212663,Electronics,753.1,0.05,1,Debit Card,2024-06-08,4,South,No,715.44,10.44,75.41,28,Male,715.44,75.41,175.92669600000002,539.5133040000001,False,csv_kaggle
O100085,C10034,P217799,Fashion,12.92,0.0,3,Wallet,2025-08-04,4,South,No,38.76,6.83,6.74,20,Female,38.76,6.74,36.147576,2.612423999999997,True,csv_kaggle
O100086,C16349,P247285,Grocery,3.04,0.0,1,Debit Card,2024-06-12,4,South,No,3.04,1.93,-1.69,59,Female,3.04,-1.69,3.091376,-0.051375999999999866,True,csv_kaggle
O100087,C13152,P217619,Grocery,25.7,0.1,4,Credit Card,2024-06-18,3,North,No,92.52,9.09,-1.69,32,Male,92.52,-1.69,94.08358799999999,-1.5635879999999958,True,csv_kaggle
O100088,C11955,P203967,Toys,18.51,0.05,1,PayPal,2023-12-20,5,South,No,17.58,3.71,3.32,62,Female,17.58,3.32,16.996343999999997,0.5836560000000013,True,csv_kaggle
O100089,C11585,P227488,Beauty,71.36,0.15,1,Debit Card,2024-07-05,7,South,No,60.66,5.34,21.96,34,Male,60.66,21.96,47.33906399999999,13.320936000000003,False,csv_kaggle
O100090,C13943,P213211,Toys,5.12,0.0,1,UPI,2025-02-09,6,West,No,5.12,1.8,0.25,59,Female,5.12,0.25,5.107200000000001,0.012799999999999478,True,csv_kaggle
O100091,C17555,P221169,Beauty,3.65,0.0,1,UPI,2024-07-08,4,South,No,3.65,1.97,-0.33,54,Female,3.65,-0.33,3.662045,-0.012045000000000083,True,csv_kaggle
O100092,C13073,P230373,Electronics,857.18,0.0,3,COD,2024-08-10,4,West,No,2571.54,12.41,296.17,61,Female,2571.54,296.17,-5044.590018,7616.130018,False,csv_kaggle
O100093,C11021,P232669,Home,168.01,0.05,2,Debit Card,2024-01-20,6,East,No,319.22,7.51,81.87,57,Male,319.22,81.87,57.87458599999997,261.34541400000006,False,csv_kaggle
O100094,C13461,P206634,Beauty,43.33,0.0,3,Debit Card,2025-07-02,4,Central,No,129.99,6.28,52.22,53,Female,129.99,52.22,62.109222,67.880778,False,csv_kaggle
O100095,C12613,P200840,Fashion,22.26,0.0,1,Wallet,2025-02-22,7,East,No,22.26,3.96,3.83,27,Male,22.26,3.83,21.407442000000003,0.8525579999999984,True,csv_kaggle
O100096,C15225,P234229,Fashion,5.15,0.05,1,Credit Card,2023-09-12,5,East,No,4.89,3.77,-2.06,36,Male,4.89,-2.06,4.990734,-0.1007340000000001,True,csv_kaggle
O100097,C13843,P221318,Fashion,37.42,0.1,5,COD,2024-09-26,3,Central,No,168.39,8.25,50.69,29,Male,168.39,50.69,83.033109,85.35689099999999,False,csv_kaggle
O100098,C17989,P215405,Beauty,115.85,0.15,1,Debit Card,2025-05-02,5,West,No,98.47,6.58,37.73,40,Female,98.47,37.73,61.317269,37.152730999999996,False,csv_kaggle
O100099,C11500,P247771,Electronics,823.81,0.0,1,COD,2025-05-08,4,South,No,823.81,8.88,89.98,32,Female,823.81,89.98,82.54576199999995,741.264238,False,csv_kaggle
O100100,C14798,P236240,Sports,17.35,0.1,1,Debit Card,2025-02-25,5,West,Yes,15.62,4.69,-0.0,41,Male,15.62,-0.0,15.62,0.0,True,csv_kaggle
O100101,C16545,P215847,Home,37.39,0.2,1,Credit Card,2025-02-04,5,North,No,29.91,3.68,4.69,49,Male,29.91,4.69,28.507220999999998,1.4027790000000024,True,csv_kaggle
O100102,C16873,P223547,Fashion,23.33,0.0,5,Credit Card,2025-05-02,5,Central,No,116.65,7.12,33.71,38,Male,116.65,33.71,77.327285,39.322715,False,csv_kaggle
O100103,C15675,P206575,Toys,36.89,0.15,1,Credit Card,2024-11-29,6,East,No,31.36,3.99,8.55,47,Female,31.36,8.55,28.67872,2.681280000000001,True,csv_kaggle
O100104,C10161,P230123,Home,239.28,0.2,1,Credit Card,2024-11-14,4,South,No,191.42,8.6,45.0,69,Male,191.42,45.0,105.281,86.13899999999998,False,csv_kaggle
O100105,C14297,P204843,Home,36.94,0.0,1,COD,2023-10-23,7,South,No,36.94,5.01,5.33,49,Male,36.94,5.33,34.971098,1.968902,True,csv_kaggle
O100106,C11981,P227451,Toys,16.98,0.0,2,Credit Card,2024-11-21,4,North,No,33.96,4.16,9.42,19,Male,33.96,9.42,30.760968,3.1990320000000025,True,csv_kaggle
O100107,C10995,P207739,Home,101.74,0.0,2,Wallet,2024-06-08,6,East,No,203.48,7.89,49.08,54,Female,203.48,49.08,103.61201600000001,99.86798399999998,False,csv_kaggle
O100108,C16413,P214852,Toys,12.52,0.2,1,Credit Card,2024-07-11,3,North,No,10.02,2.22,1.79,51,Male,10.02,1.79,9.840641999999999,0.17935800000000057,True,csv_kaggle
O100109,C14911,P249092,Home,111.08,0.0,1,Debit Card,2024-08-06,5,North,No,111.08,7.66,23.44,39,Male,111.08,23.44,85.04284799999999,26.037152000000006,False,csv_kaggle
O100110,C13342,P209157,Fashion,22.03,0.05,3,COD,2023-12-23,8,East,No,62.79,5.86,16.12,50,Female,62.79,16.12,52.668251999999995,10.121748000000004,False,csv_kaggle
O100111,C14551,P222406,Beauty,21.58,0.05,3,UPI,2023-12-04,3,North,No,61.5,5.64,22.04,60,Male,61.5,22.04,47.94540000000001,13.554599999999994,False,csv_kaggle
O100112,C17629,P247284,Fashion,61.89,0.05,1,COD,2025-01-21,4,South,No,58.8,7.65,12.93,28,Male,58.8,12.93,51.19716,7.6028400000000005,False,csv_kaggle
O100113,C13798,P245200,Electronics,70.98,0.0,2,UPI,2025-08-08,4,West,No,141.96,6.85,10.19,46,Female,141.96,10.19,127.49427600000001,14.465723999999994,False,csv_kaggle
O100114,C11275,P207432,Electronics,1161.68,0.0,1,Credit Card,2024-10-29,4,South,No,1161.68,7.91,131.49,69,Female,1161.68,131.49,-365.81303200000025,1527.4930320000003,False,csv_kaggle
O100115,C11016,P218837,Fashion,13.88,0.0,1,Debit Card,2025-05-07,4,South,No,13.88,5.31,-0.45,63,Male,13.88,-0.45,13.94246,-0.06245999999999974,True,csv_kaggle
O100116,C17869,P215148,Sports,53.93,0.0,1,Debit Card,2025-06-03,5,North,No,53.93,5.21,10.97,57,Female,53.93,10.97,48.013878999999996,5.916121000000004,False,csv_kaggle
O100117,C16439,P211194,Toys,14.51,0.0,1,Credit Card,2025-08-04,5,East,No,14.51,4.15,1.65,48,Male,14.51,1.65,14.270585,0.23941499999999927,True,csv_kaggle
O100118,C17892,P232591,Toys,2.82,0.2,3,Credit Card,2025-05-06,5,West,No,6.77,3.43,-0.72,24,Other,6.77,-0.72,6.818744000000001,-0.04874400000000101,True,csv_kaggle
O100119,C16863,P214819,Fashion,44.08,0.05,4,Wallet,2023-11-12,8,Central,No,167.5,7.43,51.19,36,Female,167.5,51.19,81.75675,85.74325,False,csv_kaggle
O100120,C17916,P206625,Sports,210.6,0.1,1,Credit Card,2023-09-15,4,South,No,189.54,9.21,47.65,66,Female,189.54,47.65,99.22419000000001,90.31580999999998,False,csv_kaggle
O100121,C10337,P207404,Fashion,118.71,0.0,1,COD,2025-02-04,3,North,No,118.71,6.57,34.98,61,Female,118.71,34.98,77.185242,41.52475799999999,False,csv_kaggle
O100122,C10878,P214674,Beauty,12.67,0.0,2,PayPal,2025-01-20,6,South,No,25.34,3.95,7.45,42,Male,25.34,7.45,23.45217,1.887830000000001,True,csv_kaggle
O100123,C11076,P210507,Grocery,11.77,0.2,1,COD,2025-04-06,7,East,No,9.42,1.0,-0.25,48,Female,9.42,-0.25,9.44355,-0.023550000000000182,True,csv_kaggle
O100124,C14887,P220387,Electronics,537.39,0.15,1,PayPal,2024-02-16,4,Central,Yes,456.78,9.4,45.41,28,Female,456.78,45.41,249.356202,207.42379799999998,False,csv_kaggle
O100125,C13993,P218697,Grocery,4.84,0.0,1,COD,2023-11-18,6,South,No,4.84,1.46,-1.07,33,Female,4.84,-1.07,4.891787999999999,-0.05178799999999928,True,csv_kaggle
O100126,C16360,P237391,Toys,16.78,0.0,2,Credit Card,2024-10-02,4,South,Yes,33.56,5.18,8.24,34,Female,33.56,8.24,30.794656,2.7653440000000025,True,csv_kaggle
O100127,C14859,P219547,Toys,10.98,0.0,1,Debit Card,2025-01-30,5,South,No,10.98,1.74,2.65,23,Female,10.98,2.65,10.68903,0.29096999999999973,True,csv_kaggle
O100128,C16331,P223570,Sports,56.72,0.0,2,COD,2024-02-26,6,East,No,113.44,8.53,25.5,38,Male,113.44,25.5,84.5128,28.9272,False,csv_kaggle
O100129,C10379,P239783,Toys,3.94,0.05,1,Credit Card,2025-06-09,5,Central,No,3.74,1.52,-0.02,62,Male,3.74,-0.02,3.740748,-0.0007479999999997489,True,csv_kaggle
O100130,C10492,P228037,Grocery,7.88,0.2,1,Credit Card,2025-02-12,7,South,No,6.3,2.16,-1.66,27,Female,6.3,-1.66,6.404579999999999,-0.10457999999999945,True,csv_kaggle
O100131,C17208,P230083,Toys,5.45,0.0,3,Wallet,2025-09-02,4,South,No,16.35,4.57,1.97,25,Female,16.35,1.97,16.027905,0.3220950000000009,True,csv_kaggle
O100132,C15276,P248029,Fashion,22.63,0.1,1,Credit Card,2024-06-06,7,East,No,20.37,3.95,3.18,65,Male,20.37,3.18,19.722234,0.6477660000000007,True,csv_kaggle
O100133,C12062,P240550,Beauty,12.82,0.0,1,Credit Card,2024-04-16,4,Central,No,12.82,3.74,2.03,18,Male,12.82,2.03,12.559754,0.2602460000000004,True,csv_kaggle
O100134,C13884,P237982,Fashion,32.69,0.15,1,UPI,2024-07-16,6,South,No,27.79,7.19,2.54,21,Male,27.79,2.54,27.084134,0.7058660000000003,True,csv_kaggle
O100135,C10064,P239706,Grocery,33.76,0.0,2,UPI,2024-07-26,6,South,No,67.52,5.44,-0.04,41,Female,67.52,-0.04,67.54700799999999,-0.027007999999995036,True,csv_kaggle
O100136,C12568,P202988,Grocery,14.13,0.0,2,COD,2025-05-13,5,Central,No,28.26,5.99,-3.73,58,Female,28.26,-3.73,29.314098000000005,-1.0540980000000033,True,csv_kaggle
O100137,C15463,P205156,Beauty,92.86,0.0,1,Credit Card,2025-04-03,5,South,No,92.86,7.23,34.56,51,Female,92.86,34.56,60.767584,32.092416,False,csv_kaggle
O100138,C15248,P238280,Toys,19.57,0.05,1,PayPal,2024-08-06,6,South,No,18.59,5.17,2.27,40,Male,18.59,2.27,18.168007,0.4219930000000005,True,csv_kaggle
O100139,C12027,P209788,Grocery,22.56,0.05,1,Debit Card,2023-11-21,3,North,No,21.43,5.71,-4.0,43,Female,21.43,-4.0,22.287200000000002,-0.8572000000000024,True,csv_kaggle
O100140,C12695,P214185,Fashion,93.34,0.05,2,UPI,2024-03-05,5,Central,No,177.35,6.54,55.53,46,Female,177.35,55.53,78.86754499999999,98.482455,False,csv_kaggle
O100141,C11495,P218734,Beauty,35.91,0.1,1,Debit Card,2023-12-19,5,North,No,32.32,5.16,9.38,49,Female,32.32,9.38,29.288384,3.0316159999999996,True,csv_kaggle
O100142,C17230,P209971,Home,155.94,0.0,1,PayPal,2023-09-27,4,Central,No,155.94,7.4,36.26,43,Female,155.94,36.26,99.39615599999999,56.54384400000001,False,csv_kaggle
O100143,C15258,P243408,Toys,12.64,0.1,2,PayPal,2025-02-13,7,North,No,22.75,4.33,4.77,52,Female,22.75,4.77,21.664825,1.0851749999999996,True,csv_kaggle
O100144,C15618,P206487,Home,120.29,0.0,1,COD,2024-02-24,5,West,No,120.29,7.36,26.32,31,Male,120.29,26.32,88.629672,31.660328000000007,False,csv_kaggle
