order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,revenue,gross_margin,estimated_cost,gross_profit,low_margin_flag,source
O100030,C16420,P206155,Home,54.93,0.15,1,Credit Card,2023-11-12,6,South,No,46.69,5.74,7.33,44,Male,46.69,7.33,43.26762299999999,3.4223770000000044,True,csv_kaggle
O100031,C11184,P231480,Grocery,10.32,0.15,1,Debit Card,2024-04-08,7,East,No,8.77,1.24,-0.54,32,Male,8.77,-0.54,8.817358,-0.0473580000000009,True,csv_kaggle
O100032,C14555,P238022,Grocery,7.56,0.0,1,Credit Card,2023-12-30,5,North,No,7.56,2.06,-1.46,61,Female,7.56,-1.46,7.670375999999999,-0.11037599999999959,True,csv_kaggle
O100033,C13385,P225332,Sports,22.33,0.05,1,Credit Card,2024-08-06,4,South,No,21.21,4.26,2.1,26,Male,21.21,2.1,20.764590000000002,0.445409999999999,True,csv_kaggle
O100034,C14117,P204354,Grocery,12.84,0.0,2,Debit Card,2024-08-08,3,North,No,25.68,6.32,-4.27,21,Female,25.68,-4.27,26.776536,-1.0965360000000004,True,csv_kaggle
O100035,C16396,P231847,Beauty,8.89,0.0,2,Credit Card,2024-04-04,4,South,No,17.78,4.78,3.22,19,Female,17.78,3.22,17.207484,0.5725160000000002,True,csv_kaggle
O100037,C12904,P248640,Fashion,17.92,0.0,1,Credit Card,2024-07-10,5,West,No,17.92,5.86,0.41,28,Male,17.92,0.41,17.846528000000003,0.07347199999999887,True,csv_kaggle
O100039,C10474,P222453,Beauty,13.11,0.15,1,Credit Card,2024-08-17,6,West,No,11.14,4.4,0.61,51,Female,11.14,0.61,11.072046,0.06795400000000029,True,csv_kaggle
O100041,C12558,P223758,Grocery,6.2,0.0,1,COD,2024-03-31,4,West,No,6.2,2.5,-2.0,35,Male,6.2,-2.0,6.324000000000001,-0.12400000000000055,True,csv_kaggle
O100043,C12047,P245502,Fashion,47.26,0.15,1,UPI,2023-10-31,5,South,No,40.17,4.94,9.12,48,Male,40.17,9.12,36.506496000000006,3.663503999999996,True,csv_kaggle
O100045,C12747,P237976,Grocery,13.7,0.1,3,COD,2025-04-11,4,West,No,36.99,4.09,-1.13,62,Male,36.99,-1.13,37.407987000000006,-0.41798700000000366,True,csv_kaggle
O100046,C10975,P249346,Toys,9.07,0.0,3,Debit Card,2024-01-11,5,South,No,27.21,6.05,4.83,30,Female,27.21,4.83,25.895757,1.3142430000000012,True,csv_kaggle
O100047,C11806,P213725,Beauty,12.45,0.0,2,Credit Card,2025-05-03,5,West,No,24.9,5.18,6.02,58,Male,24.9,6.02,23.40102,1.4989799999999995,True,csv_kaggle
O100048,C10189,P209337,Toys,7.33,0.0,1,Credit Card,2025-03-19,5,North,No,7.33,3.86,-0.93,55,Female,7.33,-0.93,7.398169000000001,-0.06816900000000103,True,csv_kaggle
O100050,C12734,P229811,Grocery,16.12,0.0,1,COD,2025-07-14,8,East,No,16.12,4.76,-3.47,66,Female,16.12,-3.47,16.679364,-0.5593639999999986,True,csv_kaggle
O100052,C14658,P238978,Beauty,8.29,0.0,1,PayPal,2024-09-16,4,North,No,8.29,2.98,0.75,67,Male,8.29,0.75,8.227825,0.06217499999999987,True,csv_kaggle
O100054,C17734,P211544,Grocery,19.94,0.05,1,Debit Card,2023-12-29,6,East,No,18.94,4.96,-3.44,55,Female,18.94,-3.44,19.591536,-0.6515360000000001,True,csv_kaggle
O100055,C11267,P221514,Grocery,6.52,0.0,2,Debit Card,2023-11-23,5,South,No,13.04,4.73,-3.69,60,Male,13.04,-3.69,13.521175999999999,-0.4811759999999996,True,csv_kaggle
O100056,C16975,P216327,Toys,5.38,0.1,1,COD,2023-12-18,3,Central,No,4.84,3.91,-1.97,57,Female,4.84,-1.97,4.935348,-0.09534800000000043,True,csv_kaggle
O100060,C13890,P211323,Fashion,14.91,0.0,1,UPI,2024-12-01,5,West,No,14.91,4.93,0.29,69,Male,14.91,0.29,14.866761,0.043238999999999805,True,csv_kaggle
O100061,C10646,P212937,Beauty,10.46,0.0,1,Credit Card,2023-11-13,4,North,No,10.46,3.14,1.57,25,Other,10.46,1.57,10.295778,0.16422200000000053,True,csv_kaggle
O100063,C12888,P201702,Grocery,13.52,0.1,1,Debit Card,2025-06-24,5,West,No,12.17,2.07,-1.1,22,Female,12.17,-1.1,12.303869999999998,-0.13386999999999816,True,csv_kaggle
O100065,C15393,P233598,Grocery,20.24,0.0,1,COD,2025-06-23,5,North,No,20.24,4.74,-3.12,65,Male,20.24,-3.12,20.871487999999996,-0.6314879999999974,True,csv_kaggle
O100067,C10600,P221990,Fashion,20.91,0.0,1,UPI,2024-02-14,4,North,Yes,20.91,4.04,3.28,50,Male,20.91,3.28,20.224152,0.685848,True,csv_kaggle
O100069,C12061,P203877,Grocery,3.96,0.2,1,PayPal,2023-11-22,5,East,No,3.17,3.06,-2.81,44,Female,3.17,-2.81,3.259077,-0.08907700000000007,True,csv_kaggle
O100070,C10241,P242871,Toys,8.5,0.0,2,Debit Card,2024-05-30,8,South,No,17.0,3.51,3.29,25,Female,17.0,3.29,16.4407,0.5593000000000004,True,csv_kaggle
O100072,C12824,P207676,Electronics,97.95,0.1,1,Debit Card,2024-09-21,6,East,No,88.16,6.72,3.86,53,Male,88.16,3.86,84.757024,3.4029759999999953,True,csv_kaggle
O100074,C12612,P234348,Fashion,16.18,0.0,2,Credit Card,2024-12-06,4,South,No,32.36,4.73,6.6,69,Male,32.36,6.6,30.224239999999998,2.135760000000001,True,csv_kaggle
O100076,C11363,P242368,Sports,23.23,0.3,2,Credit Card,2025-02-13,4,Central,No,32.52,5.1,4.66,31,Male,32.52,4.66,31.004568000000003,1.5154320000000006,True,csv_kaggle
O100077,C16235,P248180,Sports,20.73,0.0,2,COD,2024-05-14,5,West,No,41.46,4.31,8.13,20,Female,41.46,8.13,38.089301999999996,3.3706980000000044,True,csv_kaggle
O100078,C15486,P224130,Home,23.16,0.0,1,UPI,2023-12-20,3,Central,No,23.16,4.81,1.67,45,Male,23.16,1.67,22.773228,0.38677200000000056,True,csv_kaggle
O100079,C17099,P233241,Grocery,6.53,0.0,4,Credit Card,2024-06-28,3,North,No,26.12,6.21,-4.12,68,Male,26.12,-4.12,27.196143999999997,-1.0761439999999958,True,csv_kaggle
O100081,C17595,P249421,Grocery,3.95,0.0,1,Wallet,2025-01-23,4,West,No,3.95,2.63,-2.31,38,Female,3.95,-2.31,4.041245,-0.0912449999999998,True,csv_kaggle
O100085,C10034,P217799,Fashion,12.92,0.0,3,Wallet,2025-08-04,4,South,No,38.76,6.83,6.74,20,Female,38.76,6.74,36.147576,2.612423999999997,True,csv_kaggle
O100086,C16349,P247285,Grocery,3.04,0.0,1,Debit Card,2024-06-12,4,South,No,3.04,1.93,-1.69,59,Female,3.04,-1.69,3.091376,-0.051375999999999866,True,csv_kaggle
O100087,C13152,P217619,Grocery,25.7,0.1,4,Credit Card,2024-06-18,3,North,No,92.52,9.09,-1.69,32,Male,92.52,-1.69,94.08358799999999,-1.5635879999999958,True,csv_kaggle
O100088,C11955,P203967,Toys,18.51,0.05,1,PayPal,2023-12-20,5,South,No,17.58,3.71,3.32,62,Female,17.58,3.32,16.996343999999997,0.5836560000000013,True,csv_kaggle
O100090,C13943,P213211,Toys,5.12,0.0,1,UPI,2025-02-09,6,West,No,5.12,1.8,0.25,59,Female,5.12,0.25,5.107200000000001,0.012799999999999478,True,csv_kaggle
O100091,C17555,P221169,Beauty,3.65,0.0,1,UPI,2024-07-08,4,South,No,3.65,1.97,-0.33,54,Female,3.65,-0.33,3.662045,-0.012045000000000083,True,csv_kaggle
O100095,C12613,P200840,Fashion,22.26,0.0,1,Wallet,2025-02-22,7,East,No,22.26,3.96,3.83,27,Male,22.26,3.83,21.407442000000003,0.8525579999999984,True,csv_kaggle
O100096,C15225,P234229,Fashion,5.15,0.05,1,Credit Card,2023-09-12,5,East,No,4.89,3.77,-2.06,36,Male,4.89,-2.06,4.990734,-0.1007340000000001,True,csv_kaggle
O100100,C14798,P236240,Sports,17.35,0.1,1,Debit Card,2025-02-25,5,West,Yes,15.62,4.69,-0.0,41,Male,15.62,-0.0,15.62,0.0,True,csv_kaggle
O100101,C16545,P215847,Home,37.39,0.2,1,Credit Card,2025-02-04,5,North,No,29.91,3.68,4.69,49,Male,29.91,4.69,28.507220999999998,1.4027790000000024,True,csv_kaggle
O100103,C15675,P206575,Toys,36.89,0.15,1,Credit Card,2024-11-29,6,East,No,31.36,3.99,8.55,47,Female,31.36,8.55,28.67872,2.681280000000001,True,csv_kaggle
O100105,C14297,P204843,Home,36.94,0.0,1,COD,2023-10-23,7,South,No,36.94,5.01,5.33,49,Male,36.94,5.33,34.971098,1.968902,True,csv_kaggle
O100106,C11981,P227451,Toys,16.98,0.0,2,Credit Card,2024-11-21,4,North,No,33.96,4.16,9.42,19,Male,33.96,9.42,30.760968,3.1990320000000025,True,csv_kaggle
O100108,C16413,P214852,Toys,12.52,0.2,1,Credit Card,2024-07-11,3,North,No,10.02,2.22,1.79,51,Male,10.02,1.79,9.840641999999999,0.17935800000000057,True,csv_kaggle
O100115,C11016,P218837,Fashion,13.88,0.0,1,Debit Card,2025-05-07,4,South,No,13.88,5.31,-0.45,63,Male,13.88,-0.45,13.94246,-0.06245999999999974,True,csv_kaggle
O100117,C16439,P211194,Toys,14.51,0.0,1,Credit Card,2025-08-04,5,East,No,14.51,4.15,1.65,48,Male,14.51,1.65,14.270585,0.23941499999999927,True,csv_kaggle
O100118,C17892,P232591,Toys,2.82,0.2,3,Credit Card,2025-05-06,5,West,No,6.77,3.43,-0.72,24,Other,6.77,-0.72,6.818744000000001,-0.04874400000000101,True,csv_kaggle
O100122,C10878,P214674,Beauty,12.67,0.0,2,PayPal,2025-01-20,6,South,No,25.34,3.95,7.45,42,Male,25.34,7.45,23.45217,1.887830000000001,True,csv_kaggle
O100123,C11076,P210507,Grocery,11.77,0.2,1,COD,2025-04-06,7,East,No,9.42,1.0,-0.25,48,Female,9.42,-0.25,9.44355,-0.023550000000000182,True,csv_kaggle
O100125,C13993,P218697,Grocery,4.84,0.0,1,COD,2023-11-18,6,South,No,4.84,1.46,-1.07,33,Female,4.84,-1.07,4.891787999999999,-0.05178799999999928,True,csv_kaggle
O100126,C16360,P237391,Toys,16.78,0.0,2,Credit Card,2024-10-02,4,South,Yes,33.56,5.18,8.24,34,Female,33.56,8.24,30.794656,2.7653440000000025,True,csv_kaggle
O100127,C14859,P219547,Toys,10.98,0.0,1,Debit Card,2025-01-30,5,South,No,10.98,1.74,2.65,23,Female,10.98,2.65,10.68903,0.29096999999999973,True,csv_kaggle
O100129,C10379,P239783,Toys,3.94,0.05,1,Credit Card,2025-06-09,5,Central,No,3.74,1.52,-0.02,62,Male,3.74,-0.02,3.740748,-0.0007479999999997489,True,csv_kaggle
O100130,C10492,P228037,Grocery,7.88,0.2,1,Credit Card,2025-02-12,7,South,No,6.3,2.16,-1.66,27,Female,6.3,-1.66,6.404579999999999,-0.10457999999999945,True,csv_kaggle
O100131,C17208,P230083,Toys,5.45,0.0,3,Wallet,2025-09-02,4,South,No,16.35,4.57,1.97,25,Female,16.35,1.97,16.027905,0.3220950000000009,True,csv_kaggle
O100132,C15276,P248029,Fashion,22.63,0.1,1,Credit Card,2024-06-06,7,East,No,20.37,3.95,3.18,65,Male,20.37,3.18,19.722234,0.6477660000000007,True,csv_kaggle
O100133,C12062,P240550,Beauty,12.82,0.0,1,Credit Card,2024-04-16,4,Central,No,12.82,3.74,2.03,18,Male,12.82,2.03,12.559754,0.2602460000000004,True,csv_kaggle
O100134,C13884,P237982,Fashion,32.69,0.15,1,UPI,2024-07-16,6,South,No,27.79,7.19,2.54,21,Male,27.79,2.54,27.084134,0.7058660000000003,True,csv_kaggle
O100135,C10064,P239706,Grocery,33.76,0.0,2,UPI,2024-07-26,6,South,No,67.52,5.44,-0.04,41,Female,67.52,-0.04,67.54700799999999,-0.027007999999995036,True,csv_kaggle
O100136,C12568,P202988,Grocery,14.13,0.0,2,COD,2025-05-13,5,Central,No,28.26,5.99,-3.73,58,Female,28.26,-3.73,29.314098000000005,-1.0540980000000033,True,csv_kaggle
O100138,C15248,P238280,Toys,19.57,0.05,1,PayPal,2024-08-06,6,South,No,18.59,5.17,2.27,40,Male,18.59,2.27,18.168007,0.4219930000000005,True,csv_kaggle
O100139,C12027,P209788,Grocery,22.56,0.05,1,Debit Card,2023-11-21,3,North,No,21.43,5.71,-4.0,43,Female,21.43,-4.0,22.287200000000002,-0.8572000000000024,True,csv_kaggle
O100141,C11495,P218734,Beauty,35.91,0.1,1,Debit Card,2023-12-19,5,North,No,32.32,5.16,9.38,49,Female,32.32,9.38,29.288384,3.0316159999999996,True,csv_kaggle
O100143,C15258,P243408,Toys,12.64,0.1,2,PayPal,2025-02-13,7,North,No,22.75,4.33,4.77,52,Female,22.75,4.77,21.664825,1.0851749999999996,True,csv_kaggle
O100145,C16736,P220997,Sports,31.17,0.1,1,COD,2024-06-06,4,West,No,28.05,6.92,1.49,38,Female,28.05,1.49,27.632055,0.41794499999999957,True,csv_kaggle
O100155,C16184,P233785,Beauty,4.21,0.0,1,COD,2024-12-04,3,North,No,4.21,2.28,-0.39,25,Female,4.21,-0.39,4.226419,-0.01641899999999996,True,csv_kaggle
O100157,C16278,P208373,Home,31.13,0.0,1,Credit Card,2023-09-18,3,North,No,31.13,3.29,5.43,28,Male,31.13,5.43,29.439640999999998,1.6903590000000008,True,csv_kaggle
O100161,C17073,P214378,Grocery,52.12,0.0,1,COD,2025-07-09,4,South,No,52.12,6.56,-2.39,50,Female,52.12,-2.39,53.365668,-1.245668000000002,True,csv_kaggle
O100162,C13104,P218336,Sports,31.3,0.0,1,Credit Card,2024-01-01,4,West,No,31.3,4.71,4.68,32,Male,31.3,4.68,29.835160000000002,1.4648399999999988,True,csv_kaggle
O100164,C14598,P213901,Beauty,26.03,0.0,1,Debit Card,2024-04-08,4,West,No,26.03,7.52,4.19,44,Male,26.03,4.19,24.939343,1.0906570000000002,True,csv_kaggle
O100165,C12454,P224838,Toys,10.19,0.2,1,Credit Card,2024-02-12,6,West,No,8.15,3.7,-0.44,21,Male,8.15,-0.44,8.18586,-0.03585999999999956,True,csv_kaggle
O100167,C15847,P233428,Fashion,18.2,0.05,2,PayPal,2025-04-26,6,West,No,34.58,5.84,6.26,22,Female,34.58,6.26,32.415292,2.1647079999999974,True,csv_kaggle
O100170,C12731,P229493,Electronics,57.75,0.0,1,UPI,2024-04-09,6,West,No,57.75,6.46,0.47,24,Male,57.75,0.47,57.478575,0.2714250000000007,True,csv_kaggle
O100171,C15991,P231852,Grocery,40.65,0.0,1,PayPal,2025-09-03,3,Central,No,40.65,4.89,-1.64,42,Female,40.65,-1.64,41.31666,-0.6666600000000003,True,csv_kaggle
O100174,C15056,P233583,Grocery,3.89,0.05,2,UPI,2024-08-09,4,Central,No,7.39,4.18,-3.59,55,Female,7.39,-3.59,7.655301,-0.265301,True,csv_kaggle
O100179,C13840,P228293,Toys,16.48,0.0,1,UPI,2023-12-28,8,East,No,16.48,3.97,2.62,54,Female,16.48,2.62,16.048224,0.43177599999999927,True,csv_kaggle
O100180,C11028,P204734,Electronics,137.57,0.0,1,Wallet,2025-04-05,5,West,No,137.57,8.34,8.17,39,Female,137.57,8.17,126.330531,11.239469,True,csv_kaggle
O100182,C10502,P235521,Fashion,16.85,0.0,2,PayPal,2024-11-05,6,West,No,33.7,3.4,8.4,67,Female,33.7,8.4,30.869200000000003,2.8308,True,csv_kaggle
O100183,C16910,P206505,Sports,26.91,0.0,1,Debit Card,2024-11-13,4,North,No,26.91,2.99,5.08,37,Female,26.91,5.08,25.542972000000002,1.3670279999999977,True,csv_kaggle
O100185,C10870,P247673,Home,49.21,0.0,1,Credit Card,2024-10-08,5,West,No,49.21,5.29,8.49,64,Female,49.21,8.49,45.032071,4.177928999999999,True,csv_kaggle
O100187,C14488,P249353,Grocery,20.5,0.0,2,COD,2024-06-12,6,East,No,41.0,5.35,-2.07,40,Female,41.0,-2.07,41.8487,-0.8487000000000009,True,csv_kaggle
O100188,C10206,P218409,Sports,57.32,0.0,1,Credit Card,2024-03-13,3,Central,No,57.32,7.37,9.83,56,Female,57.32,9.83,51.685444,5.6345560000000035,True,csv_kaggle
O100192,C17035,P236989,Toys,7.76,0.05,1,PayPal,2024-12-31,5,West,No,7.37,3.72,-0.77,55,Female,7.37,-0.77,7.426749,-0.05674899999999994,True,csv_kaggle
O100193,C11484,P215327,Grocery,30.17,0.15,1,Credit Card,2024-04-10,5,East,No,25.64,4.28,-2.23,29,Male,25.64,-2.23,26.211772,-0.5717719999999993,True,csv_kaggle
O100194,C17858,P203671,Grocery,17.81,0.2,1,Debit Card,2023-12-18,5,Central,No,14.25,4.86,-3.72,62,Male,14.25,-3.72,14.7801,-0.5300999999999991,True,csv_kaggle
O100197,C12790,P212466,Sports,23.49,0.0,1,Credit Card,2025-01-24,4,West,No,23.49,4.42,2.63,42,Male,23.49,2.63,22.872213,0.6177869999999999,True,csv_kaggle
O100200,C15116,P204588,Grocery,13.27,0.0,4,COD,2025-07-23,5,Central,No,53.08,4.7,-0.45,40,Male,53.08,-0.45,53.318859999999994,-0.2388599999999954,True,csv_kaggle
O100204,C16628,P218733,Beauty,26.26,0.2,1,Debit Card,2024-12-16,5,South,No,21.01,4.51,4.94,24,Male,21.01,4.94,19.972106,1.0378940000000014,True,csv_kaggle
O100206,C16374,P248093,Grocery,33.7,0.0,1,COD,2024-09-25,5,East,No,33.7,6.42,-3.72,36,Male,33.7,-3.72,34.95364,-1.2536399999999972,True,csv_kaggle
O100207,C16892,P239888,Grocery,1.99,0.0,4,Debit Card,2025-04-21,4,Central,No,7.96,1.92,-1.28,25,Male,7.96,-1.28,8.061888,-0.10188799999999976,True,csv_kaggle
O100208,C11678,P247042,Toys,7.78,0.05,1,Debit Card,2024-06-23,3,North,No,7.39,1.92,1.04,65,Male,7.39,1.04,7.313144,0.07685599999999937,True,csv_kaggle
O100211,C11059,P240849,Sports,33.43,0.0,1,Credit Card,2023-12-22,5,North,No,33.43,6.41,3.62,36,Female,33.43,3.62,32.219834,1.210166000000001,True,csv_kaggle
O100214,C11722,P210864,Grocery,1.86,0.0,2,Credit Card,2024-05-06,3,Central,No,3.72,3.06,-2.76,32,Male,3.72,-2.76,3.8226720000000003,-0.1026720000000001,True,csv_kaggle
O100217,C15915,P249699,Beauty,50.95,0.3,1,Debit Card,2024-05-16,6,East,No,35.66,6.4,9.65,24,Female,35.66,9.65,32.21881,3.441189999999999,True,csv_kaggle
O100218,C12625,P212624,Grocery,8.4,0.05,5,UPI,2024-02-03,4,South,No,39.9,6.54,-3.35,39,Male,39.9,-3.35,41.236650000000004,-1.336650000000006,True,csv_kaggle
O100219,C12729,P224934,Toys,21.91,0.0,1,Debit Card,2025-05-21,4,North,No,21.91,3.83,4.93,48,Male,21.91,4.93,20.829837,1.0801629999999989,True,csv_kaggle
O100220,C16700,P203361,Grocery,41.53,0.2,1,Credit Card,2023-11-24,3,North,No,33.22,4.47,-1.81,48,Male,33.22,-1.81,33.821282,-0.6012819999999977,True,csv_kaggle
O100222,C13060,P201924,Home,19.71,0.0,1,UPI,2024-08-15,6,South,No,19.71,4.96,0.56,55,Male,19.71,0.56,19.599624,0.11037600000000225,True,csv_kaggle
O100223,C12693,P229487,Grocery,1.02,0.0,1,Credit Card,2024-05-25,5,East,No,1.02,2.2,-2.12,20,Male,1.02,-2.12,1.041624,-0.021624000000000088,True,csv_kaggle
O100225,C15147,P231734,Fashion,42.68,0.05,1,Wallet,2024-03-05,5,West,No,40.55,5.77,8.42,48,Female,40.55,8.42,37.13569,3.4143100000000004,True,csv_kaggle
O100228,C11363,P221031,Grocery,8.47,0.15,2,Debit Card,2025-03-13,5,South,No,14.4,4.4,-3.25,37,Male,14.4,-3.25,14.868,-0.46799999999999997,True,csv_kaggle
O100229,C17965,P239449,Fashion,33.57,0.0,1,Credit Card,2024-01-23,4,Central,No,33.57,5.32,6.43,68,Male,33.57,6.43,31.411449,2.158550999999999,True,csv_kaggle
O100231,C15450,P246943,Grocery,32.11,0.0,1,COD,2024-07-15,6,South,No,32.11,4.49,-1.92,40,Female,32.11,-1.92,32.726512,-0.6165120000000002,True,csv_kaggle
O100233,C11529,P249573,Toys,5.91,0.0,1,Debit Card,2024-04-14,3,North,No,5.91,3.39,-1.03,52,Other,5.91,-1.03,5.970873,-0.060872999999999955,True,csv_kaggle
O100236,C15592,P200056,Home,30.96,0.0,1,Credit Card,2024-12-09,5,West,No,30.96,6.17,2.5,24,Female,30.96,2.5,30.186,0.7740000000000009,True,csv_kaggle
O100237,C13302,P246741,Home,36.43,0.05,1,COD,2025-04-16,4,North,No,34.61,4.45,5.24,58,Male,34.61,5.24,32.796436,1.8135639999999995,True,csv_kaggle
O100239,C17392,P247820,Grocery,11.94,0.05,1,Credit Card,2024-10-26,6,West,No,11.34,4.76,-3.85,24,Female,11.34,-3.85,11.776589999999999,-0.4365899999999989,True,csv_kaggle
O100241,C15496,P203537,Toys,7.6,0.05,4,Credit Card,2024-09-20,5,South,No,28.88,6.38,5.17,64,Male,28.88,5.17,27.386904,1.4930959999999978,True,csv_kaggle
O100243,C14029,P200721,Fashion,40.94,0.0,1,Debit Card,2025-06-17,4,Central,No,40.94,4.6,9.73,35,Male,40.94,9.73,36.956538,3.983461999999996,True,csv_kaggle
O100244,C16776,P245037,Beauty,8.6,0.0,1,Credit Card,2025-01-12,4,West,No,8.6,2.96,0.91,31,Female,8.6,0.91,8.52174,0.07826000000000022,True,csv_kaggle
O100245,C12675,P216769,Sports,62.43,0.15,1,COD,2025-06-22,4,West,No,53.07,8.22,7.7,63,Female,53.07,7.7,48.983610000000006,4.086389999999994,True,csv_kaggle
O100248,C11282,P246775,Grocery,28.35,0.1,1,Credit Card,2025-06-25,4,Central,No,25.52,4.68,-2.64,32,Male,25.52,-2.64,26.193728,-0.6737280000000005,True,csv_kaggle
O100249,C17526,P243847,Beauty,7.27,0.0,1,Debit Card,2025-04-15,3,North,No,7.27,2.17,1.1,48,Male,7.27,1.1,7.190029999999999,0.07997000000000032,True,csv_kaggle
O100256,C17392,P207536,Home,41.29,0.0,1,COD,2024-09-11,5,West,No,41.29,4.19,7.37,63,Female,41.29,7.37,38.246927,3.0430729999999997,True,csv_kaggle
O100257,C17986,P220432,Beauty,25.62,0.0,1,PayPal,2023-12-01,4,Central,No,25.62,6.05,5.48,49,Male,25.62,5.48,24.216024,1.4039760000000001,True,csv_kaggle
O100262,C17994,P243718,Fashion,5.26,0.1,1,Debit Card,2024-01-15,5,West,No,4.73,1.41,0.25,26,Male,4.73,0.25,4.7181750000000005,0.011824999999999974,True,csv_kaggle
O100263,C13445,P216860,Beauty,16.22,0.0,1,Credit Card,2024-01-05,8,East,No,16.22,4.87,2.43,41,Female,16.22,2.43,15.825854,0.3941459999999992,True,csv_kaggle
O100270,C11853,P232205,Grocery,1.09,0.0,1,COD,2025-04-29,5,East,No,1.09,1.22,-1.13,53,Male,1.09,-1.13,1.1023170000000002,-0.012317000000000133,True,csv_kaggle
O100271,C15616,P224408,Grocery,11.88,0.15,1,COD,2025-03-12,5,South,No,10.1,4.56,-3.75,38,Male,10.1,-3.75,10.47875,-0.37875000000000014,True,csv_kaggle
O100272,C16585,P217645,Fashion,6.23,0.15,1,Credit Card,2025-03-26,4,North,No,5.3,3.21,-1.36,50,Female,5.3,-1.36,5.37208,-0.07208000000000059,True,csv_kaggle
O100279,C17280,P225324,Electronics,73.02,0.1,2,Credit Card,2024-06-28,5,West,No,131.44,6.39,9.38,24,Female,131.44,9.38,119.110928,12.329071999999996,True,csv_kaggle
O100280,C11636,P213003,Beauty,35.26,0.1,1,UPI,2025-08-05,5,North,No,31.73,5.26,9.02,55,Male,31.73,9.02,28.867953999999997,2.862046000000003,True,csv_kaggle
O100281,C13696,P243346,Grocery,7.04,0.15,2,Credit Card,2025-01-30,4,South,No,11.97,4.65,-3.69,61,Male,11.97,-3.69,12.411693,-0.441692999999999,True,csv_kaggle
O100283,C13152,P212979,Sports,61.13,0.1,1,COD,2023-12-01,5,North,No,55.02,6.64,9.87,41,Female,55.02,9.87,49.589526,5.430474000000004,True,csv_kaggle
